market_id,reference_id,status
1000559,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1000559,575ade98-76e3-46f5-8579-9284e9584010,N
1000559,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1000559,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1000559,312d8d42-65ef-4134-9fee-2e5944336a13,N
1021534,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021534,575ade98-76e3-46f5-8579-9284e9584010,Y
1021534,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021534,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021534,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019396,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019396,575ade98-76e3-46f5-8579-9284e9584010,Y
1019396,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019396,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019396,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019126,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019126,575ade98-76e3-46f5-8579-9284e9584010,Y
1019126,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019126,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019126,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021528,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021528,575ade98-76e3-46f5-8579-9284e9584010,N
1021528,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021528,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021528,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021530,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021530,575ade98-76e3-46f5-8579-9284e9584010,N
1021530,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021530,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021530,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021529,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021529,575ade98-76e3-46f5-8579-9284e9584010,N
1021529,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021529,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021529,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019044,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019044,575ade98-76e3-46f5-8579-9284e9584010,Y
1019044,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019044,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019044,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019076,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019076,575ade98-76e3-46f5-8579-9284e9584010,N
1019076,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019076,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019076,312d8d42-65ef-4134-9fee-2e5944336a13,N
1021338,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021338,575ade98-76e3-46f5-8579-9284e9584010,Y
1021338,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021338,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021338,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021521,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021521,575ade98-76e3-46f5-8579-9284e9584010,N
1021521,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021521,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021521,312d8d42-65ef-4134-9fee-2e5944336a13,N
1012081,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1012081,575ade98-76e3-46f5-8579-9284e9584010,Y
1012081,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1012081,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1012081,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021582,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021582,575ade98-76e3-46f5-8579-9284e9584010,Y
